2025-01-26 18:48:46,311 INFO    StreamThr :71378 [internal.py:wandb_internal():85] W&B internal server running at pid: 71378, started at: 2025-01-26 18:48:46.310776
2025-01-26 18:48:46,312 DEBUG   HandlerThread:71378 [handler.py:handle_request():158] handle_request: status
2025-01-26 18:48:46,315 INFO    WriterThread:71378 [datastore.py:open_for_write():87] open: /Users/maheepchaudhary/pytorch/Projects/SAE-Ravel/wandb/run-20250126_184846-7araa3ah/run-7araa3ah.wandb
2025-01-26 18:48:46,316 DEBUG   SenderThread:71378 [sender.py:send():379] send: header
2025-01-26 18:48:46,333 DEBUG   SenderThread:71378 [sender.py:send():379] send: run
2025-01-26 18:48:47,212 INFO    SenderThread:71378 [dir_watcher.py:__init__():211] watching files in: /Users/maheepchaudhary/pytorch/Projects/SAE-Ravel/wandb/run-20250126_184846-7araa3ah/files
2025-01-26 18:48:47,212 INFO    SenderThread:71378 [sender.py:_start_run_threads():1188] run started: 7araa3ah with start time 1737897526.312106
2025-01-26 18:48:47,224 DEBUG   HandlerThread:71378 [handler.py:handle_request():158] handle_request: check_version
2025-01-26 18:48:47,224 DEBUG   SenderThread:71378 [sender.py:send_request():406] send_request: check_version
2025-01-26 18:48:47,561 DEBUG   HandlerThread:71378 [handler.py:handle_request():158] handle_request: run_start
2025-01-26 18:48:47,572 DEBUG   HandlerThread:71378 [system_info.py:__init__():26] System info init
2025-01-26 18:48:47,572 DEBUG   HandlerThread:71378 [system_info.py:__init__():41] System info init done
2025-01-26 18:48:47,572 INFO    HandlerThread:71378 [system_monitor.py:start():194] Starting system monitor
2025-01-26 18:48:47,572 INFO    SystemMonitor:71378 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-01-26 18:48:47,572 INFO    HandlerThread:71378 [system_monitor.py:probe():214] Collecting system info
2025-01-26 18:48:47,573 INFO    SystemMonitor:71378 [interfaces.py:start():188] Started cpu monitoring
2025-01-26 18:48:47,577 INFO    SystemMonitor:71378 [interfaces.py:start():188] Started disk monitoring
2025-01-26 18:48:47,579 INFO    SystemMonitor:71378 [interfaces.py:start():188] Started gpuapple monitoring
2025-01-26 18:48:47,582 INFO    SystemMonitor:71378 [interfaces.py:start():188] Started memory monitoring
2025-01-26 18:48:47,582 INFO    SystemMonitor:71378 [interfaces.py:start():188] Started network monitoring
2025-01-26 18:48:47,905 DEBUG   HandlerThread:71378 [system_info.py:probe():152] Probing system
2025-01-26 18:48:47,908 DEBUG   HandlerThread:71378 [system_info.py:_probe_git():137] Probing git
2025-01-26 18:48:47,919 DEBUG   HandlerThread:71378 [system_info.py:_probe_git():145] Probing git done
2025-01-26 18:48:47,919 DEBUG   HandlerThread:71378 [system_info.py:probe():200] Probing system done
2025-01-26 18:48:47,919 DEBUG   HandlerThread:71378 [system_monitor.py:probe():223] {'os': 'macOS-15.2-arm64-arm-64bit', 'python': '3.11.1', 'heartbeatAt': '2025-01-26T13:18:47.905413', 'startedAt': '2025-01-26T13:18:46.304871', 'docker': None, 'cuda': None, 'args': ('-a', 'country', '-tla', '61', '-method', 'neuron masking', '-e', '20', '-t', 'train', '-idd', 'country', '-bs', '16', '-wb', 'True', '-n', 't(10-0.1)_lr0.001_layer-5', '-lr', '0.001', '-lid', '5', '-d', 'mps'), 'state': 'running', 'program': '/Users/maheepchaudhary/pytorch/Projects/SAE-Ravel/src/main.py', 'codePathLocal': 'src/main.py', 'codePath': 'src/main.py', 'git': {'remote': 'https://github.com/MaheepChaudhary/SAE-Ravel.git', 'commit': 'a882ea83a75a69990daeb2cb9db15b447188d6ac'}, 'email': 'chaudhary.maheep28@gmail.com', 'root': '/Users/maheepchaudhary/pytorch/Projects/SAE-Ravel', 'host': 'Maheeps-MacBook-Pro.local', 'username': 'maheepchaudhary', 'executable': '/Library/Frameworks/Python.framework/Versions/3.11/bin/python3.11', 'cpu_count': 11, 'cpu_count_logical': 11, 'cpu_freq': {'current': 4056, 'min': 696, 'max': 4056}, 'cpu_freq_per_core': [{'current': 4056, 'min': 696, 'max': 4056}], 'disk': {'/': {'total': 460.4317207336426, 'used': 10.431808471679688}}, 'gpuapple': {'type': 'Apple M3 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 18.0}}
2025-01-26 18:48:47,920 INFO    HandlerThread:71378 [system_monitor.py:probe():224] Finished collecting system info
2025-01-26 18:48:47,920 INFO    HandlerThread:71378 [system_monitor.py:probe():227] Publishing system info
