2025-01-26 18:47:09,723 INFO    StreamThr :68595 [internal.py:wandb_internal():85] W&B internal server running at pid: 68595, started at: 2025-01-26 18:47:09.722945
2025-01-26 18:47:09,723 DEBUG   HandlerThread:68595 [handler.py:handle_request():158] handle_request: status
2025-01-26 18:47:09,725 INFO    WriterThread:68595 [datastore.py:open_for_write():87] open: /Users/maheepchaudhary/pytorch/Projects/SAE-Ravel/wandb/run-20250126_184709-aqerwfv8/run-aqerwfv8.wandb
2025-01-26 18:47:09,725 DEBUG   SenderThread:68595 [sender.py:send():379] send: header
2025-01-26 18:47:09,738 DEBUG   SenderThread:68595 [sender.py:send():379] send: run
2025-01-26 18:47:10,472 INFO    SenderThread:68595 [dir_watcher.py:__init__():211] watching files in: /Users/maheepchaudhary/pytorch/Projects/SAE-Ravel/wandb/run-20250126_184709-aqerwfv8/files
2025-01-26 18:47:10,472 INFO    SenderThread:68595 [sender.py:_start_run_threads():1188] run started: aqerwfv8 with start time 1737897429.723263
2025-01-26 18:47:10,476 DEBUG   HandlerThread:68595 [handler.py:handle_request():158] handle_request: check_version
2025-01-26 18:47:10,476 DEBUG   SenderThread:68595 [sender.py:send_request():406] send_request: check_version
2025-01-26 18:47:10,753 DEBUG   HandlerThread:68595 [handler.py:handle_request():158] handle_request: run_start
2025-01-26 18:47:10,759 DEBUG   HandlerThread:68595 [system_info.py:__init__():26] System info init
2025-01-26 18:47:10,760 DEBUG   HandlerThread:68595 [system_info.py:__init__():41] System info init done
2025-01-26 18:47:10,760 INFO    HandlerThread:68595 [system_monitor.py:start():194] Starting system monitor
2025-01-26 18:47:10,760 INFO    SystemMonitor:68595 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-01-26 18:47:10,760 INFO    HandlerThread:68595 [system_monitor.py:probe():214] Collecting system info
2025-01-26 18:47:10,761 INFO    SystemMonitor:68595 [interfaces.py:start():188] Started cpu monitoring
2025-01-26 18:47:10,765 INFO    SystemMonitor:68595 [interfaces.py:start():188] Started disk monitoring
2025-01-26 18:47:10,765 INFO    SystemMonitor:68595 [interfaces.py:start():188] Started gpuapple monitoring
2025-01-26 18:47:10,765 INFO    SystemMonitor:68595 [interfaces.py:start():188] Started memory monitoring
2025-01-26 18:47:10,767 INFO    SystemMonitor:68595 [interfaces.py:start():188] Started network monitoring
2025-01-26 18:47:11,205 DEBUG   HandlerThread:68595 [system_info.py:probe():152] Probing system
2025-01-26 18:47:11,208 DEBUG   HandlerThread:68595 [system_info.py:_probe_git():137] Probing git
2025-01-26 18:47:11,219 DEBUG   HandlerThread:68595 [system_info.py:_probe_git():145] Probing git done
2025-01-26 18:47:11,219 DEBUG   HandlerThread:68595 [system_info.py:probe():200] Probing system done
2025-01-26 18:47:11,219 DEBUG   HandlerThread:68595 [system_monitor.py:probe():223] {'os': 'macOS-15.2-arm64-arm-64bit', 'python': '3.11.1', 'heartbeatAt': '2025-01-26T13:17:11.205484', 'startedAt': '2025-01-26T13:17:09.719404', 'docker': None, 'cuda': None, 'args': ('-a', 'country', '-tla', '61', '-method', 'neuron masking', '-e', '20', '-t', 'train', '-idd', 'country', '-bs', '16', '-wb', 'True', '-n', 't(10-0.1)_lr0.001_layer-5', '-lr', '0.001', '-lid', '5', '-d', 'mps'), 'state': 'running', 'program': '/Users/maheepchaudhary/pytorch/Projects/SAE-Ravel/src/main.py', 'codePathLocal': 'src/main.py', 'codePath': 'src/main.py', 'git': {'remote': 'https://github.com/MaheepChaudhary/SAE-Ravel.git', 'commit': 'a882ea83a75a69990daeb2cb9db15b447188d6ac'}, 'email': 'chaudhary.maheep28@gmail.com', 'root': '/Users/maheepchaudhary/pytorch/Projects/SAE-Ravel', 'host': 'Maheeps-MacBook-Pro.local', 'username': 'maheepchaudhary', 'executable': '/Library/Frameworks/Python.framework/Versions/3.11/bin/python3.11', 'cpu_count': 11, 'cpu_count_logical': 11, 'cpu_freq': {'current': 4056, 'min': 696, 'max': 4056}, 'cpu_freq_per_core': [{'current': 4056, 'min': 696, 'max': 4056}], 'disk': {'/': {'total': 460.4317207336426, 'used': 10.431808471679688}}, 'gpuapple': {'type': 'Apple M3 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 18.0}}
2025-01-26 18:47:11,219 INFO    HandlerThread:68595 [system_monitor.py:probe():224] Finished collecting system info
2025-01-26 18:47:11,219 INFO    HandlerThread:68595 [system_monitor.py:probe():227] Publishing system info
2025-01-26 18:47:11,220 INFO    HandlerThread:68595 [system_monitor.py:probe():229] Finished publishing system info
2025-01-26 18:47:11,221 DEBUG   SenderThread:68595 [sender.py:send():379] send: files
2025-01-26 18:47:11,221 INFO    SenderThread:68595 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2025-01-26 18:47:11,301 DEBUG   HandlerThread:68595 [handler.py:handle_request():158] handle_request: python_packages
2025-01-26 18:47:11,301 DEBUG   SenderThread:68595 [sender.py:send_request():406] send_request: python_packages
2025-01-26 18:47:11,302 DEBUG   SenderThread:68595 [sender.py:send():379] send: telemetry
2025-01-26 18:47:11,302 DEBUG   HandlerThread:68595 [handler.py:handle_request():158] handle_request: internal_messages
2025-01-26 18:47:11,302 DEBUG   HandlerThread:68595 [handler.py:handle_request():158] handle_request: stop_status
2025-01-26 18:47:11,302 DEBUG   SenderThread:68595 [sender.py:send_request():406] send_request: stop_status
2025-01-26 18:47:11,478 INFO    Thread-12 :68595 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/maheepchaudhary/pytorch/Projects/SAE-Ravel/wandb/run-20250126_184709-aqerwfv8/files/wandb-metadata.json
2025-01-26 18:47:11,479 INFO    Thread-12 :68595 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/maheepchaudhary/pytorch/Projects/SAE-Ravel/wandb/run-20250126_184709-aqerwfv8/files/requirements.txt
2025-01-26 18:47:11,640 DEBUG   SenderThread:68595 [sender.py:send():379] send: telemetry
2025-01-26 18:47:11,640 DEBUG   SenderThread:68595 [sender.py:send():379] send: run
2025-01-26 18:47:11,955 INFO    SenderThread:68595 [sender.py:send_run():1035] updated run: aqerwfv8
2025-01-26 18:47:12,326 DEBUG   HandlerThread:68595 [handler.py:handle_request():158] handle_request: internal_messages
2025-01-26 18:47:12,483 INFO    Thread-12 :68595 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/maheepchaudhary/pytorch/Projects/SAE-Ravel/wandb/run-20250126_184709-aqerwfv8/files/config.yaml
2025-01-26 18:47:12,483 INFO    Thread-12 :68595 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/maheepchaudhary/pytorch/Projects/SAE-Ravel/wandb/run-20250126_184709-aqerwfv8/files/output.log
2025-01-26 18:47:12,583 INFO    wandb-upload_0:68595 [upload_job.py:push():130] Uploaded file /var/folders/_x/mkf1szd12yv28px5ztl_sjjr0000gn/T/tmpkhqntc8jwandb/cintnu90-wandb-metadata.json
2025-01-26 18:47:12,883 DEBUG   SenderThread:68595 [sender.py:send():379] send: exit
2025-01-26 18:47:12,883 INFO    SenderThread:68595 [sender.py:send_exit():586] handling exit code: 1
2025-01-26 18:47:12,884 INFO    SenderThread:68595 [sender.py:send_exit():588] handling runtime: 2
2025-01-26 18:47:12,884 INFO    SenderThread:68595 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2025-01-26 18:47:12,884 INFO    SenderThread:68595 [sender.py:send_exit():594] send defer
2025-01-26 18:47:12,884 DEBUG   HandlerThread:68595 [handler.py:handle_request():158] handle_request: defer
2025-01-26 18:47:12,884 INFO    HandlerThread:68595 [handler.py:handle_request_defer():184] handle defer: 0
2025-01-26 18:47:12,884 DEBUG   SenderThread:68595 [sender.py:send_request():406] send_request: defer
2025-01-26 18:47:12,884 INFO    SenderThread:68595 [sender.py:send_request_defer():610] handle sender defer: 0
2025-01-26 18:47:12,884 INFO    SenderThread:68595 [sender.py:transition_state():614] send defer: 1
2025-01-26 18:47:12,884 DEBUG   HandlerThread:68595 [handler.py:handle_request():158] handle_request: defer
2025-01-26 18:47:12,884 INFO    HandlerThread:68595 [handler.py:handle_request_defer():184] handle defer: 1
2025-01-26 18:47:12,884 DEBUG   SenderThread:68595 [sender.py:send_request():406] send_request: defer
2025-01-26 18:47:12,884 INFO    SenderThread:68595 [sender.py:send_request_defer():610] handle sender defer: 1
2025-01-26 18:47:12,884 INFO    SenderThread:68595 [sender.py:transition_state():614] send defer: 2
2025-01-26 18:47:12,884 DEBUG   HandlerThread:68595 [handler.py:handle_request():158] handle_request: defer
2025-01-26 18:47:12,884 INFO    HandlerThread:68595 [handler.py:handle_request_defer():184] handle defer: 2
2025-01-26 18:47:12,884 INFO    HandlerThread:68595 [system_monitor.py:finish():203] Stopping system monitor
2025-01-26 18:47:12,885 DEBUG   SystemMonitor:68595 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2025-01-26 18:47:12,885 DEBUG   SystemMonitor:68595 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2025-01-26 18:47:12,885 INFO    HandlerThread:68595 [interfaces.py:finish():200] Joined cpu monitor
2025-01-26 18:47:12,885 DEBUG   SystemMonitor:68595 [system_monitor.py:_start():183] Publishing last batch of metrics
2025-01-26 18:47:12,885 INFO    HandlerThread:68595 [interfaces.py:finish():200] Joined disk monitor
2025-01-26 18:47:12,885 INFO    HandlerThread:68595 [interfaces.py:finish():200] Joined gpuapple monitor
2025-01-26 18:47:12,885 INFO    HandlerThread:68595 [interfaces.py:finish():200] Joined memory monitor
2025-01-26 18:47:12,885 INFO    HandlerThread:68595 [interfaces.py:finish():200] Joined network monitor
2025-01-26 18:47:12,885 DEBUG   SenderThread:68595 [sender.py:send_request():406] send_request: defer
2025-01-26 18:47:12,886 INFO    SenderThread:68595 [sender.py:send_request_defer():610] handle sender defer: 2
2025-01-26 18:47:12,886 INFO    SenderThread:68595 [sender.py:transition_state():614] send defer: 3
2025-01-26 18:47:12,886 DEBUG   SenderThread:68595 [sender.py:send():379] send: telemetry
2025-01-26 18:47:12,886 DEBUG   HandlerThread:68595 [handler.py:handle_request():158] handle_request: defer
2025-01-26 18:47:12,886 DEBUG   SenderThread:68595 [sender.py:send():379] send: stats
2025-01-26 18:47:12,886 INFO    HandlerThread:68595 [handler.py:handle_request_defer():184] handle defer: 3
2025-01-26 18:47:12,886 DEBUG   SenderThread:68595 [sender.py:send_request():406] send_request: defer
2025-01-26 18:47:12,886 INFO    SenderThread:68595 [sender.py:send_request_defer():610] handle sender defer: 3
2025-01-26 18:47:12,886 INFO    SenderThread:68595 [sender.py:transition_state():614] send defer: 4
2025-01-26 18:47:12,886 DEBUG   HandlerThread:68595 [handler.py:handle_request():158] handle_request: defer
2025-01-26 18:47:12,886 INFO    HandlerThread:68595 [handler.py:handle_request_defer():184] handle defer: 4
2025-01-26 18:47:12,886 DEBUG   SenderThread:68595 [sender.py:send_request():406] send_request: defer
2025-01-26 18:47:12,886 INFO    SenderThread:68595 [sender.py:send_request_defer():610] handle sender defer: 4
2025-01-26 18:47:12,886 INFO    SenderThread:68595 [sender.py:transition_state():614] send defer: 5
2025-01-26 18:47:12,886 DEBUG   HandlerThread:68595 [handler.py:handle_request():158] handle_request: defer
2025-01-26 18:47:12,886 INFO    HandlerThread:68595 [handler.py:handle_request_defer():184] handle defer: 5
2025-01-26 18:47:12,886 DEBUG   SenderThread:68595 [sender.py:send():379] send: summary
2025-01-26 18:47:12,886 INFO    SenderThread:68595 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2025-01-26 18:47:12,886 DEBUG   SenderThread:68595 [sender.py:send_request():406] send_request: defer
2025-01-26 18:47:12,886 INFO    SenderThread:68595 [sender.py:send_request_defer():610] handle sender defer: 5
2025-01-26 18:47:12,886 INFO    SenderThread:68595 [sender.py:transition_state():614] send defer: 6
2025-01-26 18:47:12,886 DEBUG   HandlerThread:68595 [handler.py:handle_request():158] handle_request: defer
2025-01-26 18:47:12,886 INFO    HandlerThread:68595 [handler.py:handle_request_defer():184] handle defer: 6
2025-01-26 18:47:12,886 DEBUG   SenderThread:68595 [sender.py:send_request():406] send_request: defer
2025-01-26 18:47:12,886 INFO    SenderThread:68595 [sender.py:send_request_defer():610] handle sender defer: 6
2025-01-26 18:47:12,887 DEBUG   HandlerThread:68595 [handler.py:handle_request():158] handle_request: status_report
2025-01-26 18:47:13,221 INFO    SenderThread:68595 [sender.py:transition_state():614] send defer: 7
2025-01-26 18:47:13,221 DEBUG   HandlerThread:68595 [handler.py:handle_request():158] handle_request: defer
2025-01-26 18:47:13,221 INFO    HandlerThread:68595 [handler.py:handle_request_defer():184] handle defer: 7
2025-01-26 18:47:13,221 DEBUG   SenderThread:68595 [sender.py:send_request():406] send_request: defer
2025-01-26 18:47:13,222 INFO    SenderThread:68595 [sender.py:send_request_defer():610] handle sender defer: 7
2025-01-26 18:47:13,483 INFO    Thread-12 :68595 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/maheepchaudhary/pytorch/Projects/SAE-Ravel/wandb/run-20250126_184709-aqerwfv8/files/config.yaml
2025-01-26 18:47:13,483 INFO    Thread-12 :68595 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/maheepchaudhary/pytorch/Projects/SAE-Ravel/wandb/run-20250126_184709-aqerwfv8/files/wandb-summary.json
2025-01-26 18:47:13,885 DEBUG   HandlerThread:68595 [handler.py:handle_request():158] handle_request: poll_exit
2025-01-26 18:47:14,478 INFO    SenderThread:68595 [sender.py:transition_state():614] send defer: 8
2025-01-26 18:47:14,478 DEBUG   SenderThread:68595 [sender.py:send_request():406] send_request: poll_exit
2025-01-26 18:47:14,478 DEBUG   HandlerThread:68595 [handler.py:handle_request():158] handle_request: defer
2025-01-26 18:47:14,478 INFO    HandlerThread:68595 [handler.py:handle_request_defer():184] handle defer: 8
2025-01-26 18:47:14,478 DEBUG   SenderThread:68595 [sender.py:send_request():406] send_request: defer
2025-01-26 18:47:14,478 INFO    SenderThread:68595 [sender.py:send_request_defer():610] handle sender defer: 8
2025-01-26 18:47:14,478 INFO    SenderThread:68595 [job_builder.py:build():440] Attempting to build job artifact
2025-01-26 18:47:14,479 INFO    SenderThread:68595 [job_builder.py:_get_source_type():569] is repo sourced job
2025-01-26 18:47:14,488 INFO    Thread-12 :68595 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/maheepchaudhary/pytorch/Projects/SAE-Ravel/wandb/run-20250126_184709-aqerwfv8/files/output.log
2025-01-26 18:47:14,504 INFO    SenderThread:68595 [job_builder.py:build():545] adding wandb-job metadata file
2025-01-26 18:47:14,505 INFO    SenderThread:68595 [sender.py:transition_state():614] send defer: 9
2025-01-26 18:47:14,506 DEBUG   HandlerThread:68595 [handler.py:handle_request():158] handle_request: defer
2025-01-26 18:47:14,506 DEBUG   SenderThread:68595 [sender.py:send():379] send: artifact
2025-01-26 18:47:14,506 INFO    HandlerThread:68595 [handler.py:handle_request_defer():184] handle defer: 9
2025-01-26 18:47:14,887 DEBUG   HandlerThread:68595 [handler.py:handle_request():158] handle_request: poll_exit
2025-01-26 18:47:16,183 INFO    SenderThread:68595 [sender.py:send_artifact():1537] sent artifact job-https___github.com_MaheepChaudhary_SAE-Ravel.git_src_main.py - {'id': 'QXJ0aWZhY3Q6MTQ2NzgwNDg1NQ==', 'state': 'COMMITTED', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjU0OTI4MDY4Mg==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTQ2NzgwNDg1NQ==', 'versionIndex': 0}}}
