2025-01-26 18:40:14,267 INFO    StreamThr :57525 [internal.py:wandb_internal():85] W&B internal server running at pid: 57525, started at: 2025-01-26 18:40:14.266622
2025-01-26 18:40:14,268 DEBUG   HandlerThread:57525 [handler.py:handle_request():158] handle_request: status
2025-01-26 18:40:14,272 INFO    WriterThread:57525 [datastore.py:open_for_write():87] open: /Users/maheepchaudhary/pytorch/Projects/SAE-Ravel/wandb/run-20250126_184014-lta68o07/run-lta68o07.wandb
2025-01-26 18:40:14,273 DEBUG   SenderThread:57525 [sender.py:send():379] send: header
2025-01-26 18:40:14,296 DEBUG   SenderThread:57525 [sender.py:send():379] send: run
2025-01-26 18:40:15,193 INFO    SenderThread:57525 [dir_watcher.py:__init__():211] watching files in: /Users/maheepchaudhary/pytorch/Projects/SAE-Ravel/wandb/run-20250126_184014-lta68o07/files
2025-01-26 18:40:15,193 INFO    SenderThread:57525 [sender.py:_start_run_threads():1188] run started: lta68o07 with start time 1737897014.267731
2025-01-26 18:40:15,204 DEBUG   HandlerThread:57525 [handler.py:handle_request():158] handle_request: check_version
2025-01-26 18:40:15,205 DEBUG   SenderThread:57525 [sender.py:send_request():406] send_request: check_version
2025-01-26 18:40:15,520 DEBUG   HandlerThread:57525 [handler.py:handle_request():158] handle_request: run_start
2025-01-26 18:40:15,530 DEBUG   HandlerThread:57525 [system_info.py:__init__():26] System info init
2025-01-26 18:40:15,530 DEBUG   HandlerThread:57525 [system_info.py:__init__():41] System info init done
2025-01-26 18:40:15,530 INFO    HandlerThread:57525 [system_monitor.py:start():194] Starting system monitor
2025-01-26 18:40:15,531 INFO    SystemMonitor:57525 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-01-26 18:40:15,531 INFO    HandlerThread:57525 [system_monitor.py:probe():214] Collecting system info
2025-01-26 18:40:15,533 INFO    SystemMonitor:57525 [interfaces.py:start():188] Started cpu monitoring
2025-01-26 18:40:15,535 INFO    SystemMonitor:57525 [interfaces.py:start():188] Started disk monitoring
2025-01-26 18:40:15,539 INFO    SystemMonitor:57525 [interfaces.py:start():188] Started gpuapple monitoring
2025-01-26 18:40:15,540 INFO    SystemMonitor:57525 [interfaces.py:start():188] Started memory monitoring
2025-01-26 18:40:15,541 INFO    SystemMonitor:57525 [interfaces.py:start():188] Started network monitoring
2025-01-26 18:40:15,885 DEBUG   HandlerThread:57525 [system_info.py:probe():152] Probing system
2025-01-26 18:40:15,888 DEBUG   HandlerThread:57525 [system_info.py:_probe_git():137] Probing git
